id,中文名,English,preferred_hd_path,wiki_page,tooltip_candidate_1,tooltip_candidate_2,legacy_local_path,controller_icon_fallback
spineshudder,脊椎震颤护符,Spineshudder Amulet,assets/hd/equipment/spineshudder.webp|png|jpg,https://bg3.wiki/wiki/Spineshudder_Amulet,https://bg3.wiki/wiki/Special:FilePath/Spineshudder_Amulet_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Spineshudder_Amulet_Faded.webp,assets/equipment/spineshudder.webp,https://bg3.wiki/wiki/Special:FilePath/Spineshudder_Amulet_Unfaded_Icon.png
surgeon-subjugation,外科医生征服护符,Surgeon's Subjugation Amulet,assets/hd/equipment/surgeon-subjugation.webp|png|jpg,https://bg3.wiki/wiki/Surgeon's_Subjugation_Amulet,https://bg3.wiki/wiki/Special:FilePath/Surgeon's_Subjugation_Amulet_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Surgeon's_Subjugation_Amulet_Faded.webp,assets/equipment/surgeon-subjugation.webp,https://bg3.wiki/wiki/Special:FilePath/Surgeon's_Subjugation_Amulet_Unfaded_Icon.png
harpers-amulet,竖琴手护符,Amulet of the Harpers,assets/hd/equipment/harpers-amulet.webp|png|jpg,https://bg3.wiki/wiki/Amulet_of_the_Harpers,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Harpers_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Harpers_Faded.webp,assets/equipment/harpers-amulet.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Harpers_Unfaded_Icon.png
spellcrux,法术核心护符,Spellcrux Amulet,assets/hd/equipment/spellcrux.webp|png|jpg,https://bg3.wiki/wiki/Spellcrux_Amulet,https://bg3.wiki/wiki/Special:FilePath/Spellcrux_Amulet_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Spellcrux_Amulet_Faded.webp,assets/equipment/spellcrux.webp,https://bg3.wiki/wiki/Special:FilePath/Spellcrux_Amulet_Unfaded_Icon.png
risky-ring,风险戒指,Risky Ring,assets/hd/equipment/risky-ring.webp|png|jpg,https://bg3.wiki/wiki/Risky_Ring,https://bg3.wiki/wiki/Special:FilePath/Risky_Ring_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Risky_Ring_Faded.webp,assets/equipment/risky-ring.webp,https://bg3.wiki/wiki/Special:FilePath/Risky_Ring_Unfaded_Icon.png
callous-glow,无情光芒之戒,Callous Glow Ring,assets/hd/equipment/callous-glow.webp|png|jpg,https://bg3.wiki/wiki/Callous_Glow_Ring,https://bg3.wiki/wiki/Special:FilePath/Callous_Glow_Ring_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Callous_Glow_Ring_Faded.webp,assets/equipment/callous-glow.webp,https://bg3.wiki/wiki/Special:FilePath/Callous_Glow_Ring_Unfaded_Icon.png
coruscation-ring,闪耀戒指,Coruscation Ring,assets/hd/equipment/coruscation-ring.webp|png|jpg,https://bg3.wiki/wiki/Coruscation_Ring,https://bg3.wiki/wiki/Special:FilePath/Coruscation_Ring_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Coruscation_Ring_Faded.webp,assets/equipment/coruscation-ring.webp,https://bg3.wiki/wiki/Special:FilePath/Coruscation_Ring_Unfaded_Icon.png
mental-inhibition,精神抑制戒指,Ring of Mental Inhibition,assets/hd/equipment/mental-inhibition.webp|png|jpg,https://bg3.wiki/wiki/Ring_of_Mental_Inhibition,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Mental_Inhibition_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Mental_Inhibition_Faded.webp,assets/equipment/mental-inhibition.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Mental_Inhibition_Unfaded_Icon.png
snowburst,雪爆戒指,Snowburst Ring,assets/hd/equipment/snowburst.webp|png|jpg,https://bg3.wiki/wiki/Snowburst_Ring,https://bg3.wiki/wiki/Special:FilePath/Snowburst_Ring_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Snowburst_Ring_Faded.webp,assets/equipment/snowburst.webp,https://bg3.wiki/wiki/Special:FilePath/Snowburst_Ring_Unfaded_Icon.png
killers-sweetheart,杀手甜心,Killer's Sweetheart,assets/hd/equipment/killers-sweetheart.webp|png|jpg,https://bg3.wiki/wiki/Killer's_Sweetheart,https://bg3.wiki/wiki/Special:FilePath/Killer's_Sweetheart_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Killer's_Sweetheart_Faded.webp,assets/equipment/killers-sweetheart.webp,https://bg3.wiki/wiki/Special:FilePath/Killer's_Sweetheart_Unfaded_Icon.png
drakethroat,龙喉战刃,Drakethroat Glaive,assets/hd/equipment/drakethroat.webp|png|jpg,https://bg3.wiki/wiki/Drakethroat_Glaive,https://bg3.wiki/wiki/Special:FilePath/Drakethroat_Glaive_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Drakethroat_Glaive_Faded.webp,assets/equipment/drakethroat.webp,https://bg3.wiki/wiki/Special:FilePath/Drakethroat_Glaive_Unfaded_Icon.png
charge-bound-warhammer,充能束缚战锤,Charge-Bound Warhammer,assets/hd/equipment/charge-bound-warhammer.webp|png|jpg,https://bg3.wiki/wiki/Charge-Bound_Warhammer,https://bg3.wiki/wiki/Special:FilePath/Charge-Bound_Warhammer_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Charge-Bound_Warhammer_Faded.webp,assets/equipment/charge-bound-warhammer.webp,https://bg3.wiki/wiki/Special:FilePath/Charge-Bound_Warhammer_Unfaded_Icon.png
render-mind-body,身心撕裂者,Render of Mind and Body,assets/hd/equipment/render-mind-body.webp|png|jpg,https://bg3.wiki/wiki/Render_of_Mind_and_Body,https://bg3.wiki/wiki/Special:FilePath/Render_of_Mind_and_Body_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Render_of_Mind_and_Body_Faded.webp,assets/equipment/render-mind-body.webp,https://bg3.wiki/wiki/Special:FilePath/Render_of_Mind_and_Body_Unfaded_Icon.png
sword-life-stealing,夺命之剑,Sword of Life Stealing,assets/hd/equipment/sword-life-stealing.webp|png|jpg,https://bg3.wiki/wiki/Sword_of_Life_Stealing,https://bg3.wiki/wiki/Special:FilePath/Sword_of_Life_Stealing_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Sword_of_Life_Stealing_Faded.webp,assets/equipment/sword-life-stealing.webp,https://bg3.wiki/wiki/Special:FilePath/Sword_of_Life_Stealing_Unfaded_Icon.png
halberd-vigilance,警戒戟,Halberd of Vigilance,assets/hd/equipment/halberd-vigilance.webp|png|jpg,https://bg3.wiki/wiki/Halberd_of_Vigilance,https://bg3.wiki/wiki/Special:FilePath/Halberd_of_Vigilance_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Halberd_of_Vigilance_Faded.webp,assets/equipment/halberd-vigilance.webp,https://bg3.wiki/wiki/Special:FilePath/Halberd_of_Vigilance_Unfaded_Icon.png
moonlight-glaive,月光战刃,Moonlight Glaive,assets/hd/equipment/moonlight-glaive.webp|png|jpg,https://bg3.wiki/wiki/Moonlight_Glaive,https://bg3.wiki/wiki/Special:FilePath/Moonlight_Glaive_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Moonlight_Glaive_Faded.webp,assets/equipment/moonlight-glaive.webp,https://bg3.wiki/wiki/Special:FilePath/Moonlight_Glaive_Unfaded_Icon.png
shars-spear,莎尔黄昏之矛,Shar's Spear of Evening,assets/hd/equipment/shars-spear.webp|png|jpg,https://bg3.wiki/wiki/Shar's_Spear_of_Evening,https://bg3.wiki/wiki/Special:FilePath/Shar's_Spear_of_Evening_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Shar's_Spear_of_Evening_Faded.webp,assets/equipment/shars-spear.webp,https://bg3.wiki/wiki/Special:FilePath/Shar's_Spear_of_Evening_Unfaded_Icon.png
selunes-spear,塞伦涅夜矛,Selûne's Spear of Night,assets/hd/equipment/selunes-spear.webp|png|jpg,https://bg3.wiki/wiki/Sel%C3%BBne's_Spear_of_Night,https://bg3.wiki/wiki/Special:FilePath/Sel%C3%BBne's_Spear_of_Night_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Sel%C3%BBne's_Spear_of_Night_Faded.webp,assets/equipment/selunes-spear.webp,https://bg3.wiki/wiki/Special:FilePath/Sel%C3%BBne's_Spear_of_Night_Unfaded_Icon.png
darkfire-shortbow,暗火短弓,Darkfire Shortbow,assets/hd/equipment/darkfire-shortbow.webp|png|jpg,https://bg3.wiki/wiki/Darkfire_Shortbow,https://bg3.wiki/wiki/Special:FilePath/Darkfire_Shortbow_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Darkfire_Shortbow_Faded.webp,assets/equipment/darkfire-shortbow.webp,https://bg3.wiki/wiki/Special:FilePath/Darkfire_Shortbow_Unfaded_Icon.png
neer-misser,绝不失手,Ne'er Misser,assets/hd/equipment/neer-misser.webp|png|jpg,https://bg3.wiki/wiki/Ne'er_Misser,https://bg3.wiki/wiki/Special:FilePath/Ne'er_Misser_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Ne'er_Misser_Faded.webp,assets/equipment/neer-misser.webp,https://bg3.wiki/wiki/Special:FilePath/Ne'er_Misser_Unfaded_Icon.png
hellfire-hand-crossbow,地狱火手弩,Hellfire Hand Crossbow,assets/hd/equipment/hellfire-hand-crossbow.webp|png|jpg,https://bg3.wiki/wiki/Hellfire_Hand_Crossbow,https://bg3.wiki/wiki/Special:FilePath/Hellfire_Hand_Crossbow_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Hellfire_Hand_Crossbow_Faded.webp,assets/equipment/hellfire-hand-crossbow.webp,https://bg3.wiki/wiki/Special:FilePath/Hellfire_Hand_Crossbow_Unfaded_Icon.png
ketheric-shield,凯瑟里克之盾,Ketheric's Shield,assets/hd/equipment/ketheric-shield.webp|png|jpg,https://bg3.wiki/wiki/Ketheric's_Shield,https://bg3.wiki/wiki/Special:FilePath/Ketheric's_Shield_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Ketheric's_Shield_Faded.webp,assets/equipment/ketheric-shield.webp,https://bg3.wiki/wiki/Special:FilePath/Ketheric's_Shield_Unfaded_Icon.png
birthright,天赋权利,Birthright,assets/hd/equipment/birthright.webp|png|jpg,https://bg3.wiki/wiki/Birthright,https://bg3.wiki/wiki/Special:FilePath/Birthright_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Birthright_Faded.webp,assets/equipment/birthright.webp,https://bg3.wiki/wiki/Special:FilePath/Birthright_Unfaded_Icon.png
hood-weave,织法兜帽,Hood of the Weave,assets/hd/equipment/hood-weave.webp|png|jpg,https://bg3.wiki/wiki/Hood_of_the_Weave,https://bg3.wiki/wiki/Special:FilePath/Hood_of_the_Weave_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Hood_of_the_Weave_Faded.webp,assets/equipment/hood-weave.webp,https://bg3.wiki/wiki/Special:FilePath/Hood_of_the_Weave_Unfaded_Icon.png
helm-balduran,博德安之盔,Helm of Balduran,assets/hd/equipment/helm-balduran.webp|png|jpg,https://bg3.wiki/wiki/Helm_of_Balduran,https://bg3.wiki/wiki/Special:FilePath/Helm_of_Balduran_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Helm_of_Balduran_Faded.webp,assets/equipment/helm-balduran.webp,https://bg3.wiki/wiki/Special:FilePath/Helm_of_Balduran_Unfaded_Icon.png
sarevok-helm,沙洛佛克角盔,Sarevok's Horned Helmet,assets/hd/equipment/sarevok-helm.webp|png|jpg,https://bg3.wiki/wiki/Sarevok's_Horned_Helmet,https://bg3.wiki/wiki/Special:FilePath/Sarevok's_Horned_Helmet_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Sarevok's_Horned_Helmet_Faded.webp,assets/equipment/sarevok-helm.webp,https://bg3.wiki/wiki/Special:FilePath/Sarevok's_Horned_Helmet_Unfaded_Icon.png
mask-soul-perception,灵魂感知面具,Mask of Soul Perception,assets/hd/equipment/mask-soul-perception.webp|png|jpg,https://bg3.wiki/wiki/Mask_of_Soul_Perception,https://bg3.wiki/wiki/Special:FilePath/Mask_of_Soul_Perception_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Mask_of_Soul_Perception_Faded.webp,assets/equipment/mask-soul-perception.webp,https://bg3.wiki/wiki/Special:FilePath/Mask_of_Soul_Perception_Unfaded_Icon.png
pyroquickness,烈焰迅捷帽,Pyroquickness Hat,assets/hd/equipment/pyroquickness.webp|png|jpg,https://bg3.wiki/wiki/Pyroquickness_Hat,https://bg3.wiki/wiki/Special:FilePath/Pyroquickness_Hat_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Pyroquickness_Hat_Faded.webp,assets/equipment/pyroquickness.webp,https://bg3.wiki/wiki/Special:FilePath/Pyroquickness_Hat_Unfaded_Icon.png
cloak-weave,织法斗篷,Cloak of the Weave,assets/hd/equipment/cloak-weave.webp|png|jpg,https://bg3.wiki/wiki/Cloak_of_the_Weave,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_the_Weave_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_the_Weave_Faded.webp,assets/equipment/cloak-weave.webp,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_the_Weave_Unfaded_Icon.png
cloak-displacement,移位斗篷,Cloak of Displacement,assets/hd/equipment/cloak-displacement.webp|png|jpg,https://bg3.wiki/wiki/Cloak_of_Displacement,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_Displacement_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_Displacement_Faded.webp,assets/equipment/cloak-displacement.webp,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_Displacement_Unfaded_Icon.png
shade-slayer-cloak,暗影杀手斗篷,Shade-Slayer Cloak,assets/hd/equipment/shade-slayer-cloak.webp|png|jpg,https://bg3.wiki/wiki/Shade-Slayer_Cloak,https://bg3.wiki/wiki/Special:FilePath/Shade-Slayer_Cloak_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Shade-Slayer_Cloak_Faded.webp,assets/equipment/shade-slayer-cloak.webp,https://bg3.wiki/wiki/Special:FilePath/Shade-Slayer_Cloak_Unfaded_Icon.png
armour-agility,敏捷护甲,Armour of Agility,assets/hd/equipment/armour-agility.webp|png|jpg,https://bg3.wiki/wiki/Armour_of_Agility,https://bg3.wiki/wiki/Special:FilePath/Armour_of_Agility_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Armour_of_Agility_Faded.webp,assets/equipment/armour-agility.webp,https://bg3.wiki/wiki/Special:FilePath/Armour_of_Agility_Unfaded_Icon.png
helldusk-armour,狱火暮光甲,Helldusk Armour,assets/hd/equipment/helldusk-armour.webp|png|jpg,https://bg3.wiki/wiki/Helldusk_Armour,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Armour_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Armour_Faded.webp,assets/equipment/helldusk-armour.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Armour_Unfaded_Icon.png
bhaalist-armour,巴尔信徒护甲,Bhaalist Armour,assets/hd/equipment/bhaalist-armour.webp|png|jpg,https://bg3.wiki/wiki/Bhaalist_Armour,https://bg3.wiki/wiki/Special:FilePath/Bhaalist_Armour_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Bhaalist_Armour_Faded.webp,assets/equipment/bhaalist-armour.webp,https://bg3.wiki/wiki/Special:FilePath/Bhaalist_Armour_Unfaded_Icon.png
robe-weave,织法长袍,Robe of the Weave,assets/hd/equipment/robe-weave.webp|png|jpg,https://bg3.wiki/wiki/Robe_of_the_Weave,https://bg3.wiki/wiki/Special:FilePath/Robe_of_the_Weave_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Robe_of_the_Weave_Faded.webp,assets/equipment/robe-weave.webp,https://bg3.wiki/wiki/Special:FilePath/Robe_of_the_Weave_Unfaded_Icon.png
bonespike-garb,骨刺服,Bonespike Garb,assets/hd/equipment/bonespike-garb.webp|png|jpg,https://bg3.wiki/wiki/Bonespike_Garb,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Garb_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Garb_Faded.webp,assets/equipment/bonespike-garb.webp,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Garb_Unfaded_Icon.png
gauntlets-hill-giant,山丘巨人力量护手,Gauntlets of Hill Giant Strength,assets/hd/equipment/gauntlets-hill-giant.webp|png|jpg,https://bg3.wiki/wiki/Gauntlets_of_Hill_Giant_Strength,https://bg3.wiki/wiki/Special:FilePath/Gauntlets_of_Hill_Giant_Strength_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Gauntlets_of_Hill_Giant_Strength_Faded.webp,assets/equipment/gauntlets-hill-giant.webp,https://bg3.wiki/wiki/Special:FilePath/Gauntlets_of_Hill_Giant_Strength_Unfaded_Icon.png
legacy-masters,大师遗产,Legacy of the Masters,assets/hd/equipment/legacy-masters.webp|png|jpg,https://bg3.wiki/wiki/Legacy_of_the_Masters,https://bg3.wiki/wiki/Special:FilePath/Legacy_of_the_Masters_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Legacy_of_the_Masters_Faded.webp,assets/equipment/legacy-masters.webp,https://bg3.wiki/wiki/Special:FilePath/Legacy_of_the_Masters_Unfaded_Icon.png
helldusk-gloves,狱火暮光手套,Helldusk Gloves,assets/hd/equipment/helldusk-gloves.webp|png|jpg,https://bg3.wiki/wiki/Helldusk_Gloves,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Gloves_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Gloves_Faded.webp,assets/equipment/helldusk-gloves.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Gloves_Unfaded_Icon.png
soul-catching,灵魂捕捉手套,Gloves of Soul Catching,assets/hd/equipment/soul-catching.webp|png|jpg,https://bg3.wiki/wiki/Gloves_of_Soul_Catching,https://bg3.wiki/wiki/Special:FilePath/Gloves_of_Soul_Catching_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Gloves_of_Soul_Catching_Faded.webp,assets/equipment/soul-catching.webp,https://bg3.wiki/wiki/Special:FilePath/Gloves_of_Soul_Catching_Unfaded_Icon.png
spellmight,法术强能手套,Spellmight Gloves,assets/hd/equipment/spellmight.webp|png|jpg,https://bg3.wiki/wiki/Spellmight_Gloves,https://bg3.wiki/wiki/Special:FilePath/Spellmight_Gloves_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Spellmight_Gloves_Faded.webp,assets/equipment/spellmight.webp,https://bg3.wiki/wiki/Special:FilePath/Spellmight_Gloves_Unfaded_Icon.png
craterflesh,裂肉手套,Craterflesh Gloves,assets/hd/equipment/craterflesh.webp|png|jpg,https://bg3.wiki/wiki/Craterflesh_Gloves,https://bg3.wiki/wiki/Special:FilePath/Craterflesh_Gloves_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Craterflesh_Gloves_Faded.webp,assets/equipment/craterflesh.webp,https://bg3.wiki/wiki/Special:FilePath/Craterflesh_Gloves_Unfaded_Icon.png
helldusk-boots,狱火暮光长靴,Helldusk Boots,assets/hd/equipment/helldusk-boots.webp|png|jpg,https://bg3.wiki/wiki/Helldusk_Boots,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Boots_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Boots_Faded.webp,assets/equipment/helldusk-boots.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Boots_Unfaded_Icon.png
boots-persistence,坚毅之靴,Boots of Persistence,assets/hd/equipment/boots-persistence.webp|png|jpg,https://bg3.wiki/wiki/Boots_of_Persistence,https://bg3.wiki/wiki/Special:FilePath/Boots_of_Persistence_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Boots_of_Persistence_Faded.webp,assets/equipment/boots-persistence.webp,https://bg3.wiki/wiki/Special:FilePath/Boots_of_Persistence_Unfaded_Icon.png
bonespike-boots,骨刺长靴,Bonespike Boots,assets/hd/equipment/bonespike-boots.webp|png|jpg,https://bg3.wiki/wiki/Bonespike_Boots,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Boots_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Boots_Faded.webp,assets/equipment/bonespike-boots.webp,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Boots_Unfaded_Icon.png
amulet-health,强健护符,Amulet of Greater Health,assets/hd/equipment/amulet-health.webp|png|jpg,https://bg3.wiki/wiki/Amulet_of_Greater_Health,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_Greater_Health_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_Greater_Health_Faded.webp,assets/equipment/amulet-health.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_Greater_Health_Unfaded_Icon.png
amulet-devout,虔诚护符,Amulet of the Devout,assets/hd/equipment/amulet-devout.webp|png|jpg,https://bg3.wiki/wiki/Amulet_of_the_Devout,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Devout_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Devout_Faded.webp,assets/equipment/amulet-devout.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Devout_Unfaded_Icon.png
fey-semblance,妖精外貌护符,Fey Semblance Amulet,assets/hd/equipment/fey-semblance.webp|png|jpg,https://bg3.wiki/wiki/Fey_Semblance_Amulet,https://bg3.wiki/wiki/Special:FilePath/Fey_Semblance_Amulet_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Fey_Semblance_Amulet_Faded.webp,assets/equipment/fey-semblance.webp,https://bg3.wiki/wiki/Special:FilePath/Fey_Semblance_Amulet_Unfaded_Icon.png
khalids-gift,卡立德的礼物,Khalid's Gift,assets/hd/equipment/khalids-gift.webp|png|jpg,https://bg3.wiki/wiki/Khalid's_Gift,https://bg3.wiki/wiki/Special:FilePath/Khalid's_Gift_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Khalid's_Gift_Faded.webp,assets/equipment/khalids-gift.webp,https://bg3.wiki/wiki/Special:FilePath/Khalid's_Gift_Unfaded_Icon.png
band-mystic-scoundrel,神秘恶棍戒指,Band of the Mystic Scoundrel,assets/hd/equipment/band-mystic-scoundrel.webp|png|jpg,https://bg3.wiki/wiki/Band_of_the_Mystic_Scoundrel,https://bg3.wiki/wiki/Special:FilePath/Band_of_the_Mystic_Scoundrel_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Band_of_the_Mystic_Scoundrel_Faded.webp,assets/equipment/band-mystic-scoundrel.webp,https://bg3.wiki/wiki/Special:FilePath/Band_of_the_Mystic_Scoundrel_Unfaded_Icon.png
ring-regeneration,再生戒指,Ring of Regeneration,assets/hd/equipment/ring-regeneration.webp|png|jpg,https://bg3.wiki/wiki/Ring_of_Regeneration,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Regeneration_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Regeneration_Faded.webp,assets/equipment/ring-regeneration.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Regeneration_Unfaded_Icon.png
feywild-sparks,妖精荒野火花戒指,Ring of Feywild Sparks,assets/hd/equipment/feywild-sparks.webp|png|jpg,https://bg3.wiki/wiki/Ring_of_Feywild_Sparks,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Feywild_Sparks_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Feywild_Sparks_Faded.webp,assets/equipment/feywild-sparks.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Feywild_Sparks_Unfaded_Icon.png
free-action,自由行动戒指,Ring of Free Action,assets/hd/equipment/free-action.webp|png|jpg,https://bg3.wiki/wiki/Ring_of_Free_Action,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Free_Action_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Free_Action_Faded.webp,assets/equipment/free-action.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Free_Action_Unfaded_Icon.png
markoheshkir,玛科赫什基,Markoheshkir,assets/hd/equipment/markoheshkir.webp|png|jpg,https://bg3.wiki/wiki/Markoheshkir,https://bg3.wiki/wiki/Special:FilePath/Markoheshkir_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Markoheshkir_Faded.webp,assets/equipment/markoheshkir.webp,https://bg3.wiki/wiki/Special:FilePath/Markoheshkir_Unfaded_Icon.png
staff-spellpower,法术力量法杖,Staff of Spellpower,assets/hd/equipment/staff-spellpower.webp|png|jpg,https://bg3.wiki/wiki/Staff_of_Spellpower,https://bg3.wiki/wiki/Special:FilePath/Staff_of_Spellpower_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Staff_of_Spellpower_Faded.webp,assets/equipment/staff-spellpower.webp,https://bg3.wiki/wiki/Special:FilePath/Staff_of_Spellpower_Unfaded_Icon.png
rhapsody,狂想曲,Rhapsody,assets/hd/equipment/rhapsody.webp|png|jpg,https://bg3.wiki/wiki/Rhapsody,https://bg3.wiki/wiki/Special:FilePath/Rhapsody_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Rhapsody_Faded.webp,assets/equipment/rhapsody.webp,https://bg3.wiki/wiki/Special:FilePath/Rhapsody_Unfaded_Icon.png
nyrulna,尼鲁纳,Nyrulna,assets/hd/equipment/nyrulna.webp|png|jpg,https://bg3.wiki/wiki/Nyrulna,https://bg3.wiki/wiki/Special:FilePath/Nyrulna_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Nyrulna_Faded.webp,assets/equipment/nyrulna.webp,https://bg3.wiki/wiki/Special:FilePath/Nyrulna_Unfaded_Icon.png
baldurans-giantslayer,博德安巨人杀手,Balduran's Giantslayer,assets/hd/equipment/baldurans-giantslayer.webp|png|jpg,https://bg3.wiki/wiki/Balduran's_Giantslayer,https://bg3.wiki/wiki/Special:FilePath/Balduran's_Giantslayer_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Balduran's_Giantslayer_Faded.webp,assets/equipment/baldurans-giantslayer.webp,https://bg3.wiki/wiki/Special:FilePath/Balduran's_Giantslayer_Unfaded_Icon.png
bloodthirst,嗜血,Bloodthirst,assets/hd/equipment/bloodthirst.webp|png|jpg,https://bg3.wiki/wiki/Bloodthirst,https://bg3.wiki/wiki/Special:FilePath/Bloodthirst_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Bloodthirst_Faded.webp,assets/equipment/bloodthirst.webp,https://bg3.wiki/wiki/Special:FilePath/Bloodthirst_Unfaded_Icon.png
crimson-mischief,猩红恶作剧,Crimson Mischief,assets/hd/equipment/crimson-mischief.webp|png|jpg,https://bg3.wiki/wiki/Crimson_Mischief,https://bg3.wiki/wiki/Special:FilePath/Crimson_Mischief_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Crimson_Mischief_Faded.webp,assets/equipment/crimson-mischief.webp,https://bg3.wiki/wiki/Special:FilePath/Crimson_Mischief_Unfaded_Icon.png
duellists-prerogative,决斗者特权,Duellist's Prerogative,assets/hd/equipment/duellists-prerogative.webp|png|jpg,https://bg3.wiki/wiki/Duellist's_Prerogative,https://bg3.wiki/wiki/Special:FilePath/Duellist's_Prerogative_Faded.png,https://bg3.wiki/wiki/Special:FilePath/Duellist's_Prerogative_Faded.webp,assets/equipment/duellists-prerogative.webp,https://bg3.wiki/wiki/Special:FilePath/Duellist's_Prerogative_Unfaded_Icon.png
