id,中文名,English,preferred_local_path,candidate_1,candidate_2,candidate_3,candidate_4
surgeon-subjugation,外科医生征服护符,Surgeon's Subjugation Amulet,assets/equipment/surgeon-subjugation.webp,https://bg3.wiki/wiki/Special:FilePath/Surgeon's_Subjugation_Amulet_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Surgeon's_Subjugation_Amulet_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Surgeon's_Subjugation_Amulet_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Surgeon's_Subjugation_Amulet_Icon.webp
harpers-amulet,竖琴手护符,Amulet of the Harpers,assets/equipment/harpers-amulet.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Harpers_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Harpers_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Harpers_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Harpers_Icon.webp
spellcrux,法术核心护符,Spellcrux Amulet,assets/equipment/spellcrux.webp,https://bg3.wiki/wiki/Special:FilePath/Spellcrux_Amulet_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Spellcrux_Amulet_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Spellcrux_Amulet_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Spellcrux_Amulet_Icon.webp
risky-ring,风险戒指,Risky Ring,assets/equipment/risky-ring.webp,https://bg3.wiki/wiki/Special:FilePath/Risky_Ring_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Risky_Ring_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Risky_Ring_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Risky_Ring_Icon.webp
callous-glow,无情光芒之戒,Callous Glow Ring,assets/equipment/callous-glow.webp,https://bg3.wiki/wiki/Special:FilePath/Callous_Glow_Ring_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Callous_Glow_Ring_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Callous_Glow_Ring_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Callous_Glow_Ring_Icon.webp
coruscation-ring,闪耀戒指,Coruscation Ring,assets/equipment/coruscation-ring.webp,https://bg3.wiki/wiki/Special:FilePath/Coruscation_Ring_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Coruscation_Ring_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Coruscation_Ring_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Coruscation_Ring_Icon.webp
mental-inhibition,精神抑制戒指,Ring of Mental Inhibition,assets/equipment/mental-inhibition.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Mental_Inhibition_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Mental_Inhibition_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Mental_Inhibition_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Mental_Inhibition_Icon.webp
snowburst,雪爆戒指,Snowburst Ring,assets/equipment/snowburst.webp,https://bg3.wiki/wiki/Special:FilePath/Snowburst_Ring_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Snowburst_Ring_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Snowburst_Ring_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Snowburst_Ring_Icon.webp
killers-sweetheart,杀手甜心,Killer's Sweetheart,assets/equipment/killers-sweetheart.webp,https://bg3.wiki/wiki/Special:FilePath/Killer's_Sweetheart_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Killer's_Sweetheart_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Killer's_Sweetheart_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Killer's_Sweetheart_Icon.webp
drakethroat,龙喉战刃,Drakethroat Glaive,assets/equipment/drakethroat.webp,https://bg3.wiki/wiki/Special:FilePath/Drakethroat_Glaive_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Drakethroat_Glaive_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Drakethroat_Glaive_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Drakethroat_Glaive_Icon.webp
charge-bound-warhammer,充能束缚战锤,Charge-Bound Warhammer,assets/equipment/charge-bound-warhammer.webp,https://bg3.wiki/wiki/Special:FilePath/Charge-Bound_Warhammer_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Charge-Bound_Warhammer_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Charge-Bound_Warhammer_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Charge-Bound_Warhammer_Icon.webp
render-mind-body,身心撕裂者,Render of Mind and Body,assets/equipment/render-mind-body.webp,https://bg3.wiki/wiki/Special:FilePath/Render_of_Mind_and_Body_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Render_of_Mind_and_Body_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Render_of_Mind_and_Body_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Render_of_Mind_and_Body_Icon.webp
sword-life-stealing,夺命之剑,Sword of Life Stealing,assets/equipment/sword-life-stealing.webp,https://bg3.wiki/wiki/Special:FilePath/Sword_of_Life_Stealing_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Sword_of_Life_Stealing_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Sword_of_Life_Stealing_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Sword_of_Life_Stealing_Icon.webp
halberd-vigilance,警戒戟,Halberd of Vigilance,assets/equipment/halberd-vigilance.webp,https://bg3.wiki/wiki/Special:FilePath/Halberd_of_Vigilance_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Halberd_of_Vigilance_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Halberd_of_Vigilance_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Halberd_of_Vigilance_Icon.webp
moonlight-glaive,月光战刃,Moonlight Glaive,assets/equipment/moonlight-glaive.webp,https://bg3.wiki/wiki/Special:FilePath/Moonlight_Glaive_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Moonlight_Glaive_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Moonlight_Glaive_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Moonlight_Glaive_Icon.webp
shars-spear,莎尔黄昏之矛,Shar's Spear of Evening,assets/equipment/shars-spear.webp,https://bg3.wiki/wiki/Special:FilePath/Shar's_Spear_of_Evening_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Shar's_Spear_of_Evening_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Shar's_Spear_of_Evening_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Shar's_Spear_of_Evening_Icon.webp
selunes-spear,塞伦涅夜矛,Selûne's Spear of Night,assets/equipment/selunes-spear.webp,https://bg3.wiki/wiki/Special:FilePath/Sel%C3%BBne's_Spear_of_Night_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Sel%C3%BBne's_Spear_of_Night_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Sel%C3%BBne's_Spear_of_Night_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Sel%C3%BBne's_Spear_of_Night_Icon.webp
darkfire-shortbow,暗火短弓,Darkfire Shortbow,assets/equipment/darkfire-shortbow.webp,https://bg3.wiki/wiki/Special:FilePath/Darkfire_Shortbow_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Darkfire_Shortbow_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Darkfire_Shortbow_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Darkfire_Shortbow_Icon.webp
neer-misser,绝不失手,Ne'er Misser,assets/equipment/neer-misser.webp,https://bg3.wiki/wiki/Special:FilePath/Ne'er_Misser_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ne'er_Misser_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Ne'er_Misser_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ne'er_Misser_Icon.webp
hellfire-hand-crossbow,地狱火手弩,Hellfire Hand Crossbow,assets/equipment/hellfire-hand-crossbow.webp,https://bg3.wiki/wiki/Special:FilePath/Hellfire_Hand_Crossbow_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Hellfire_Hand_Crossbow_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Hellfire_Hand_Crossbow_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Hellfire_Hand_Crossbow_Icon.webp
ketheric-shield,凯瑟里克之盾,Ketheric's Shield,assets/equipment/ketheric-shield.webp,https://bg3.wiki/wiki/Special:FilePath/Ketheric's_Shield_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ketheric's_Shield_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Ketheric's_Shield_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ketheric's_Shield_Icon.webp
birthright,天赋权利,Birthright,assets/equipment/birthright.webp,https://bg3.wiki/wiki/Special:FilePath/Birthright_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Birthright_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Birthright_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Birthright_Icon.webp
hood-weave,织法兜帽,Hood of the Weave,assets/equipment/hood-weave.webp,https://bg3.wiki/wiki/Special:FilePath/Hood_of_the_Weave_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Hood_of_the_Weave_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Hood_of_the_Weave_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Hood_of_the_Weave_Icon.webp
helm-balduran,博德安之盔,Helm of Balduran,assets/equipment/helm-balduran.webp,https://bg3.wiki/wiki/Special:FilePath/Helm_of_Balduran_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helm_of_Balduran_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Helm_of_Balduran_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helm_of_Balduran_Icon.webp
sarevok-helm,沙洛佛克角盔,Sarevok's Horned Helmet,assets/equipment/sarevok-helm.webp,https://bg3.wiki/wiki/Special:FilePath/Sarevok's_Horned_Helmet_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Sarevok's_Horned_Helmet_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Sarevok's_Horned_Helmet_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Sarevok's_Horned_Helmet_Icon.webp
mask-soul-perception,灵魂感知面具,Mask of Soul Perception,assets/equipment/mask-soul-perception.webp,https://bg3.wiki/wiki/Special:FilePath/Mask_of_Soul_Perception_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Mask_of_Soul_Perception_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Mask_of_Soul_Perception_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Mask_of_Soul_Perception_Icon.webp
pyroquickness,烈焰迅捷帽,Pyroquickness Hat,assets/equipment/pyroquickness.webp,https://bg3.wiki/wiki/Special:FilePath/Pyroquickness_Hat_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Pyroquickness_Hat_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Pyroquickness_Hat_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Pyroquickness_Hat_Icon.webp
cloak-weave,织法斗篷,Cloak of the Weave,assets/equipment/cloak-weave.webp,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_the_Weave_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_the_Weave_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_the_Weave_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_the_Weave_Icon.webp
cloak-displacement,移位斗篷,Cloak of Displacement,assets/equipment/cloak-displacement.webp,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_Displacement_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_Displacement_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_Displacement_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Cloak_of_Displacement_Icon.webp
shade-slayer-cloak,暗影杀手斗篷,Shade-Slayer Cloak,assets/equipment/shade-slayer-cloak.webp,https://bg3.wiki/wiki/Special:FilePath/Shade-Slayer_Cloak_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Shade-Slayer_Cloak_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Shade-Slayer_Cloak_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Shade-Slayer_Cloak_Icon.webp
armour-agility,敏捷护甲,Armour of Agility,assets/equipment/armour-agility.webp,https://bg3.wiki/wiki/Special:FilePath/Armour_of_Agility_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Armour_of_Agility_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Armour_of_Agility_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Armour_of_Agility_Icon.webp
helldusk-armour,狱火暮光甲,Helldusk Armour,assets/equipment/helldusk-armour.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Armour_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Armour_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Armour_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Armour_Icon.webp
bhaalist-armour,巴尔信徒护甲,Bhaalist Armour,assets/equipment/bhaalist-armour.webp,https://bg3.wiki/wiki/Special:FilePath/Bhaalist_Armour_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bhaalist_Armour_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Bhaalist_Armour_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bhaalist_Armour_Icon.webp
robe-weave,织法长袍,Robe of the Weave,assets/equipment/robe-weave.webp,https://bg3.wiki/wiki/Special:FilePath/Robe_of_the_Weave_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Robe_of_the_Weave_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Robe_of_the_Weave_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Robe_of_the_Weave_Icon.webp
bonespike-garb,骨刺服,Bonespike Garb,assets/equipment/bonespike-garb.webp,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Garb_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Garb_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Garb_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Garb_Icon.webp
gauntlets-hill-giant,山丘巨人力量护手,Gauntlets of Hill Giant Strength,assets/equipment/gauntlets-hill-giant.webp,https://bg3.wiki/wiki/Special:FilePath/Gauntlets_of_Hill_Giant_Strength_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Gauntlets_of_Hill_Giant_Strength_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Gauntlets_of_Hill_Giant_Strength_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Gauntlets_of_Hill_Giant_Strength_Icon.webp
legacy-masters,大师遗产,Legacy of the Masters,assets/equipment/legacy-masters.webp,https://bg3.wiki/wiki/Special:FilePath/Legacy_of_the_Masters_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Legacy_of_the_Masters_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Legacy_of_the_Masters_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Legacy_of_the_Masters_Icon.webp
helldusk-gloves,狱火暮光手套,Helldusk Gloves,assets/equipment/helldusk-gloves.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Gloves_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Gloves_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Gloves_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Gloves_Icon.webp
soul-catching,灵魂捕捉手套,Gloves of Soul Catching,assets/equipment/soul-catching.webp,https://bg3.wiki/wiki/Special:FilePath/Gloves_of_Soul_Catching_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Gloves_of_Soul_Catching_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Gloves_of_Soul_Catching_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Gloves_of_Soul_Catching_Icon.webp
spellmight,法术强能手套,Spellmight Gloves,assets/equipment/spellmight.webp,https://bg3.wiki/wiki/Special:FilePath/Spellmight_Gloves_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Spellmight_Gloves_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Spellmight_Gloves_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Spellmight_Gloves_Icon.webp
craterflesh,裂肉手套,Craterflesh Gloves,assets/equipment/craterflesh.webp,https://bg3.wiki/wiki/Special:FilePath/Craterflesh_Gloves_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Craterflesh_Gloves_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Craterflesh_Gloves_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Craterflesh_Gloves_Icon.webp
helldusk-boots,狱火暮光长靴,Helldusk Boots,assets/equipment/helldusk-boots.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Boots_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Boots_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Boots_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Helldusk_Boots_Icon.webp
boots-persistence,坚毅之靴,Boots of Persistence,assets/equipment/boots-persistence.webp,https://bg3.wiki/wiki/Special:FilePath/Boots_of_Persistence_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Boots_of_Persistence_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Boots_of_Persistence_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Boots_of_Persistence_Icon.webp
bonespike-boots,骨刺长靴,Bonespike Boots,assets/equipment/bonespike-boots.webp,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Boots_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Boots_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Boots_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bonespike_Boots_Icon.webp
amulet-health,强健护符,Amulet of Greater Health,assets/equipment/amulet-health.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_Greater_Health_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_Greater_Health_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_Greater_Health_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_Greater_Health_Icon.webp
amulet-devout,虔诚护符,Amulet of the Devout,assets/equipment/amulet-devout.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Devout_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Devout_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Devout_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Amulet_of_the_Devout_Icon.webp
fey-semblance,妖精外貌护符,Fey Semblance Amulet,assets/equipment/fey-semblance.webp,https://bg3.wiki/wiki/Special:FilePath/Fey_Semblance_Amulet_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Fey_Semblance_Amulet_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Fey_Semblance_Amulet_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Fey_Semblance_Amulet_Icon.webp
khalids-gift,卡立德的礼物,Khalid's Gift,assets/equipment/khalids-gift.webp,https://bg3.wiki/wiki/Special:FilePath/Khalid's_Gift_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Khalid's_Gift_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Khalid's_Gift_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Khalid's_Gift_Icon.webp
band-mystic-scoundrel,神秘恶棍戒指,Band of the Mystic Scoundrel,assets/equipment/band-mystic-scoundrel.webp,https://bg3.wiki/wiki/Special:FilePath/Band_of_the_Mystic_Scoundrel_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Band_of_the_Mystic_Scoundrel_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Band_of_the_Mystic_Scoundrel_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Band_of_the_Mystic_Scoundrel_Icon.webp
ring-regeneration,再生戒指,Ring of Regeneration,assets/equipment/ring-regeneration.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Regeneration_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Regeneration_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Regeneration_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Regeneration_Icon.webp
feywild-sparks,妖精荒野火花戒指,Ring of Feywild Sparks,assets/equipment/feywild-sparks.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Feywild_Sparks_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Feywild_Sparks_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Feywild_Sparks_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Feywild_Sparks_Icon.webp
free-action,自由行动戒指,Ring of Free Action,assets/equipment/free-action.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Free_Action_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Free_Action_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Free_Action_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Ring_of_Free_Action_Icon.webp
markoheshkir,玛科赫什基,Markoheshkir,assets/equipment/markoheshkir.webp,https://bg3.wiki/wiki/Special:FilePath/Markoheshkir_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Markoheshkir_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Markoheshkir_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Markoheshkir_Icon.webp
staff-spellpower,法术力量法杖,Staff of Spellpower,assets/equipment/staff-spellpower.webp,https://bg3.wiki/wiki/Special:FilePath/Staff_of_Spellpower_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Staff_of_Spellpower_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Staff_of_Spellpower_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Staff_of_Spellpower_Icon.webp
rhapsody,狂想曲,Rhapsody,assets/equipment/rhapsody.webp,https://bg3.wiki/wiki/Special:FilePath/Rhapsody_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Rhapsody_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Rhapsody_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Rhapsody_Icon.webp
nyrulna,尼鲁纳,Nyrulna,assets/equipment/nyrulna.webp,https://bg3.wiki/wiki/Special:FilePath/Nyrulna_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Nyrulna_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Nyrulna_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Nyrulna_Icon.webp
baldurans-giantslayer,博德安巨人杀手,Balduran's Giantslayer,assets/equipment/baldurans-giantslayer.webp,https://bg3.wiki/wiki/Special:FilePath/Balduran's_Giantslayer_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Balduran's_Giantslayer_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Balduran's_Giantslayer_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Balduran's_Giantslayer_Icon.webp
bloodthirst,嗜血,Bloodthirst,assets/equipment/bloodthirst.webp,https://bg3.wiki/wiki/Special:FilePath/Bloodthirst_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bloodthirst_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Bloodthirst_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Bloodthirst_Icon.webp
crimson-mischief,猩红恶作剧,Crimson Mischief,assets/equipment/crimson-mischief.webp,https://bg3.wiki/wiki/Special:FilePath/Crimson_Mischief_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Crimson_Mischief_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Crimson_Mischief_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Crimson_Mischief_Icon.webp
duellists-prerogative,决斗者特权,Duellist's Prerogative,assets/equipment/duellists-prerogative.webp,https://bg3.wiki/wiki/Special:FilePath/Duellist's_Prerogative_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Duellist's_Prerogative_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Duellist's_Prerogative_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Duellist's_Prerogative_Icon.webp
silver-sword-astral,星界银剑,Silver Sword of the Astral Plane,assets/equipment/silver-sword-astral.webp,https://bg3.wiki/wiki/Special:FilePath/Silver_Sword_of_the_Astral_Plane_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Silver_Sword_of_the_Astral_Plane_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Silver_Sword_of_the_Astral_Plane_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Silver_Sword_of_the_Astral_Plane_Icon.webp
devotees-mace,信徒钉头锤,Devotee's Mace,assets/equipment/devotees-mace.webp,https://bg3.wiki/wiki/Special:FilePath/Devotee's_Mace_Unfaded_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Devotee's_Mace_Unfaded_Icon.webp,https://bg3.wiki/wiki/Special:FilePath/Devotee's_Mace_Item_Icon.png,https://bg3.wiki/wiki/Special:FilePath/Devotee's_Mace_Icon.webp
